index,trajectory,theta,s,phi_L,phi_R,d_lookup_m,branch_exclusion,physical_dL,physical_dR,physical_d_min,physical_task_error,physical_joint_margin,physical_collision,valid_start
86,traj_0086,-0.49520999244186614,-0.0028100729664526924,-0.054999999701976776,0.0,0.0052431411010181,0,0.0052426225432593,0.0358786296802856,0.0052426225432593,1.6866768336920384e-05,0.2166721221466387,0,True
87,traj_0087,0.6475927852532299,-0.02753138968252858,0.0,0.04499345279594401,0.00623693863656882,0,0.0089964339313086,0.0062364390219667,0.0062364390219667,7.436394282152297e-06,0.4462228449015062,0,True
88,traj_0088,0.5889814515353745,-0.08076463786142932,0.0,0.023470724399002572,0.005887988084572498,0,0.0087186677009051,0.0058869597857864,0.0058869597857864,1.48279863380028e-05,0.4460396461693487,0,True
89,traj_0089,0.7752678967819475,-0.1076987545010514,0.0,0.009999999776482582,0.005649815257507293,0,0.0084343145016357,0.005649012374856,0.005649012374856,2.293197960003738e-05,0.413687970394474,0,True
90,traj_0090,0.6560828773843128,-0.041864149080042226,0.0,0.036271701723629486,0.0055063174405581075,0,0.0089637032804606,0.0055097914134759,0.0055097914134759,1.7089131494760767e-05,0.4461610501649859,0,True
91,traj_0091,0.5027377618333337,-0.09488200848955045,0.0,0.015235982680348353,0.005335840879722779,0,0.0086470066538509,0.0053353806619401,0.0053353806619401,1.2606120744874297e-05,0.4460256782692755,0,True
92,traj_0092,-0.8593861994810814,-0.049097849002828264,-0.03999999910593033,0.0,0.0055023115126453335,0,0.0055019190123119,0.0373232199971766,0.0055019190123119,1.2260424973604124e-05,0.0634016923463966,0,True
93,traj_0093,0.4565271013797143,-0.10150834016887944,0.0,0.011983319394393068,0.005454019259690992,0,0.0086124969060349,0.0054530383148338,0.0054530383148338,1.1017953330934416e-05,0.4460203547072958,0,True
94,traj_0094,0.05183989254467103,-0.1280138120126075,0.0,0.0,0.008382689716808178,0,0.0083823514379401,0.0243599942118116,0.0083823514379401,5.7833198328978525e-06,0.4563782611443372,0,True
95,traj_0095,-0.5497005320161459,-0.029505189185292102,-0.05000000074505806,0.0,0.006430143047029508,0,0.006429837360363,0.0363064012008629,0.006429837360363,1.646728948489695e-05,0.1952587898407305,0,True
96,traj_0096,-0.6002338113896023,-0.05480321355278141,-0.03999999910593033,0.0,0.005818704901808046,0,0.0058182684994874,0.0364231244668907,0.0058182684994874,1.595786608676286e-05,0.1823843180841635,0,True
97,traj_0097,-0.30034179766907365,-0.1068797718476643,-0.029999999329447746,0.0,0.005332372079890737,0,0.0053315524810104,0.0374925976497278,0.0053315524810104,1.3137821788436776e-05,0.3571001385835364,0,True
98,traj_0098,-0.8510370392327886,-0.03509098832467211,-0.04500000178813934,0.0,0.005852834919171679,0,0.0058552347887827,0.0371582657560172,0.0058552347887827,1.2202854792304768e-05,0.0535848456231354,0,True
99,traj_0099,-0.6376687597891466,-0.07946298935555293,-0.03500000014901161,0.0,0.005985351740591595,0,0.005984663726615,0.036779337771369,0.005984663726615,1.6933342968214232e-05,0.1826080211398093,0,True
100,traj_0100,-0.3655295935811118,-0.10694776250377937,-0.029999999329447746,0.0,0.005322319639739489,0,0.0053215337617665,0.03731349173046,0.0053215337617665,6.765252815954769e-06,0.3243958427612023,0,True
101,traj_0101,0.3539845471938088,-0.08597406980044486,0.0,0.019999999552965164,0.005696302176475094,0,0.008738774543609,0.0056957262789718,0.0056957262789718,1.4782380649576956e-05,0.4461452780513321,0,True
102,traj_0102,-0.5870477732653071,-0.1051608321006075,-0.02999999932944775,0.0,0.005606071629190409,0,0.0056282659410146,0.0373811643928791,0.0056282659410146,1.668221017113112e-05,0.2251113682543805,0,True
103,traj_0103,0.6836297484936061,-0.020005240673601016,0.0,0.045000001788139336,0.00556302589003095,0,0.0089874924233591,0.0055624973224477,0.0055624973224477,1.052401754078964e-05,0.4462135143060153,0,True
104,traj_0104,0.5457774063228946,-0.0014450337026017945,0.0,0.0599999986588955,0.006231475401268871,0,0.0089452868202675,0.0062304314855343,0.0062304314855343,1.3319126775213114e-05,0.4462508195586265,0,True
105,traj_0105,-0.2713175519413643,-0.13745184904105479,-0.025000000372529026,0.0,0.005738481740697361,0,0.005738392839796,0.0382685583885114,0.005738392839796,1.810594733838384e-05,0.3832794894103217,0,True
106,traj_0106,0.12816004421053162,-0.0644596768153998,0.0,0.003430264807636924,0.00543583029493291,0,0.0088844502288056,0.0054348882972265,0.0054348882972265,1.5315467937707796e-05,0.4463253027931837,0,True
107,traj_0107,0.08896924794872385,-0.03381784747101649,0.0,0.0009756022704385092,0.0055389895469954336,0,0.0089926686049926,0.0055375807401464,0.0055375807401464,6.379757803606661e-06,0.4503561808974072,0,True
108,traj_0108,0.4764971332372554,-0.028991638867069597,0.0,0.04701672363327909,0.005706973717546339,0,0.0089863569112546,0.0057060628145536,0.0057060628145536,1.4040551105279368e-05,0.4462732687241002,0,True
109,traj_0109,-0.4073348534535965,-0.12147573891217814,-0.029999999329447746,0.0,0.0059754934939983476,0,0.0059747290862581,0.0376815021057652,0.0059747290862581,1.8074752870931332e-05,0.3127180557126984,0,True
110,traj_0110,0.06346033865047063,-0.06639727590250244,0.0,0.0,0.008783769498589071,0,0.0087829663986501,0.0133364694851509,0.0087829663986501,1.2412825465742327e-05,0.4571140882423572,0,True
111,traj_0111,-0.37259150209304404,-0.0916786077434695,-0.03500000014901161,0.0,0.006071580120630738,0,0.0060839727370768,0.0370218289836432,0.0060839727370768,1.6174891074435546e-05,0.3139064233200863,0,True
112,traj_0112,-0.32993951043907344,-0.13654324347620406,-0.02500000037252903,0.0,0.005453745793791188,0,0.0054531046318445,0.0382664568516187,0.0054531046318445,1.108301772789638e-05,0.3557913056277126,0,True
113,traj_0113,0.05684326751790625,-0.09615302281465181,0.0,0.0,0.008587807076016531,0,0.0085871788111535,0.0185574189690386,0.0085871788111535,1.0805687125722532e-05,0.4571850273605442,0,True
114,traj_0114,0.2857314588443054,-0.10129687196748191,0.0,0.009999999776482582,0.005689936706430462,0,0.0086407214532102,0.0056889367699567,0.0056889367699567,1.704400442738358e-05,0.4461083731380488,0,True
115,traj_0115,-0.3237256439858165,-0.03143098147820286,-0.05000000074505806,0.0,0.005261567888209152,0,0.0052612241173195,0.0364717778017439,0.0052612241173195,1.6503820806068622e-05,0.3219532532835143,0,True
116,traj_0116,0.8371086104378453,-0.027424564679713714,0.0,0.03999999910593033,0.005469832634291112,1,0.008973072566678,0.005468900332843,0.005468900332843,5.236936119814166e-06,0.4460960934373128,0,True
117,traj_0117,-0.40897237434810424,-0.14208617306458174,-0.02500000037252903,0.0,0.005602589153931035,0,0.0056019067297632,0.0382535397283241,0.0056019067297632,2.048941304417252e-05,0.3256566117331507,0,True
118,traj_0118,-0.00727814804412108,-0.05623958824473077,0.0,0.0,0.008646059271626011,0,0.008645215547171,0.0213094373261885,0.008645215547171,1.2729885363496368e-05,0.4647192594353973,0,True
119,traj_0119,-0.2839671804341959,-0.008451424330208707,-0.05999999865889549,0.0,0.005894979890547745,0,0.0058943677966395,0.0363848946704552,0.0058943677966395,1.4488454188223998e-05,0.3425068898457295,0,True
120,traj_0120,-0.7411187155834846,-0.07611910713072106,-0.03500000014901161,0.0,0.006253408217267041,0,0.0062527694289263,0.037124128321392,0.0062527694289263,1.710877508581196e-05,0.1375345140918826,0,True
121,traj_0121,0.4113109184675533,-0.14382266937587945,0.0,0.0,0.008318666059371455,0,0.0083186142941066,0.0096018555604374,0.0083186142941066,2.289648209772407e-05,0.4458374995981906,0,True
122,traj_0122,0.3902446519363665,-0.10945021203859907,0.0,0.006099575786465713,0.005404612547099679,0,0.0085708503029194,0.0054035163253542,0.0054035163253542,1.7917678045722923e-05,0.4460178186632903,0,True
123,traj_0123,0.39993997478758936,-0.11299895204923983,0.0,0.004999999888241291,0.005650529777194124,0,0.008544060237337,0.0056495091067426,0.0056495091067426,7.336690664315193e-06,0.4459960575478605,0,True
124,traj_0124,-0.37606859828584377,-0.0051077982781387865,-0.0599999986588955,0.0,0.006105504636428729,0,0.0061048474131005,0.0361295927537116,0.0061048474131005,1.8467146440110053e-05,0.2860862952802604,0,True
125,traj_0125,-0.5801979123374341,-0.004654983754623365,-0.054999999701976776,0.0,0.006136322002903077,0,0.0061357725752809,0.0358863147695852,0.0061357725752809,1.355139299434954e-05,0.1701897544605501,0,True
126,traj_0126,0.5904389717915008,-0.0733333104329417,0.0,0.02500000037252903,0.005452631202940806,0,0.0087702178514737,0.0054517074977664,0.0054517074977664,1.1119842501216473e-05,0.446070955067733,0,True
127,traj_0127,-0.7278177616682427,-0.07069303606934486,-0.03500000014901161,0.0,0.005833586574963357,0,0.0058329033577096,0.0369295841005629,0.0058329033577096,1.4545508525920944e-05,0.137615609745039,0,True
128,traj_0128,-0.5099995806261732,-0.08034992873701287,-0.03500000014901161,0.0,0.005629139771865903,0,0.0056284203817878,0.0366477045965945,0.0056284203817878,1.2846016885930868e-05,0.2405664154130819,0,True
129,traj_0129,-0.19817419205955478,-0.02648301159257914,-0.03354539872167997,0.0,0.005746114543089816,0,0.0057574543815383,0.0367036367647672,0.0057574543815383,1.4683179932773664e-05,0.3984596074895313,0,True
130,traj_0130,-0.08721535736699892,-0.12019854674416962,0.0,0.0,0.008127492550271589,0,0.0081271308034758,0.0382993098188583,0.0081271308034758,6.147019473749035e-06,0.4460155056189218,0,True
